Knapsack No Rep : 204
-1, 0, 34, -1, 41, -1, -1, 75, -1, 41, 75, 75, 41, -1, 75, -1, 75, 75, -1, 42, -1, 76, 76, 77, 77, -1, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
0, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 34, 75, 1, 75, 75, 35, 42, 1, 76, 76, 77, 77, 77, -1, -1, 77, 118, 77, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, -1, 75, -1, 41, 75, 75, 41, 42, 75, 49, 75, 75, -1, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
-1, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
0, 0, 34, 34, 41, 0, 34, 75, 0, 41, 75, 75, 41, 42, 75, 49, 75, 75, 35, 42, -1, 83, 83, 77, 77, 83, -1, -1, -1, 118, -1, 118, 118, -1, 118, -1, -1, -1, -1, 136, -1, 118, 
0, 0, 34, -1, 41, -1, 34, 75, -1, 41, 75, 75, 41, 42, 75, -1, 75, 75, -1, 92, -1, 83, 92, 133, 77, -1, -1, -1, -1, 118, -1, 118, 133, -1, 118, -1, -1, -1, -1, 136, -1, 141, 
-1, 0, -1, 34, -1, -1, -1, 75, 64, 98, -1, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, 75, 64, 98, 75, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
0, 0, -1, 34, -1, -1, -1, 75, 64, 98, 75, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, 75, -1, 98, -1, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, 75, -1, 98, -1, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, 75, -1, 98, -1, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, 75, -1, 98, -1, 105, -1, 98, -1, -1, -1, 139, -1, 105, -1, 139, -1, 139, -1, -1, -1, -1, -1, 156, -1, 141, -1, -1, -1, -1, -1, -1, -1, 197, -1, 182, 
-1, 0, -1, 34, -1, -1, -1, -1, -1, 98, -1, -1, -1, 112, -1, -1, -1, -1, -1, 146, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, 34, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, 34, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, 34, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, 98, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 163, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 
-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 204, 

