Knapsack No Rep : 204
-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 
-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 
-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 
-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 
-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 
0, -1, 34, 34, -1, -1, 34, 34, -1, 34, 34, -1, 34, 34, 34, -1, -1, 35, 35, 35, -1, 35, 35, -1, 35, 35, -1, -1, 35, 35, -1, 35, 35, -1, 35, 35, -1, -1, -1, 35, -1, 35, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 77, -1, 77, -1, 78, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
-1, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
0, 0, 34, 34, 0, 0, 34, 34, 0, 34, 34, 0, 34, 34, 34, 1, 1, 35, 35, 35, 1, 35, 35, 77, 77, 77, -1, 77, 77, 77, 77, 77, 77, -1, 77, 95, -1, 77, -1, 95, -1, 78, 
